"","seqid","source","type","start","end","score","strand","phase","attributes","ID"
"130","chr01","SGD","gene",102498,106564,NA,"-",NA,"ID=YAL026C;Name=YAL026C;gene=DRS2;Alias=DRS2,SWA3,FUN38;Ontology_term=GO:0006892,GO:0005802,GO:0045332,GO:0004012,GO:0015662,GO:0006886,GO:0006897,GO:0000028,GO:0000166,GO:0000287,GO:0005524,GO:0006810,GO:0015914,GO:0016020,GO:0016021,GO:0016787;Note=Aminophospholipid%20translocase%20(flippase)%20that%20maintains%20membrane%20lipid%20asymmetry%20in%20post-Golgi%20secretory%20vessicles%3B%20contributes%20to%20clathrin-coated%20vesicle%20formation%20and%20endocytosis%3B%20mutations%20in%20human%20homolog%20ATP8B1%20result%20in%20liver%20disease;dbxref=SGD:S000000024;orf_classification=Verified","YAL026C"
"135","chr01","SGD","gene",107092,108012,NA,"-",NA,"ID=YAL025C;Name=YAL025C;gene=MAK16;Alias=MAK16;Ontology_term=GO:0042273,GO:0005730,GO:0003674,GO:0042254,GO:0000466,GO:0000463,GO:0005634,GO:0007049;Note=Essential%20nuclear%20protein%2C%20constituent%20of%2066S%20pre-ribosomal%20particles%3B%20required%20for%20maturation%20of%2025S%20and%205.8S%20rRNAs%3B%20required%20for%20maintenance%20of%20M1%20satellite%20double-stranded%20RNA%20of%20the%20L-A%20virus;dbxref=SGD:S000000023;orf_classification=Verified","YAL025C"
"137","chr01","SGD","gene",108432,112739,NA,"-",NA,"ID=YAL024C;Name=YAL024C;gene=LTE1;Alias=LTE1,MSI2;Ontology_term=GO:0005085,GO:0007096,GO:0005933,GO:0031578,GO:0042493,GO:0016192,GO:0005622,GO:0007049,GO:0007067,GO:0007264,GO:0051056,GO:0051301;Note=Putative%20GDP%2FGTP%20exchange%20factor%20required%20for%20mitotic%20exit%20at%20low%20temperatures%3B%20acts%20as%20a%20guanine%20nucleotide%20exchange%20factor%20(GEF)%20for%20Tem1p%2C%20which%20is%20a%20key%20regulator%20of%20mitotic%20exit%3B%20physically%20associates%20with%20Ras2p-GTP;dbxref=SGD:S000000022;orf_classification=Verified","YAL024C"
"139","chr01","SGD","gene",113139,115418,NA,"-",NA,"ID=YAL023C;Name=YAL023C;gene=PMT2;Alias=PMT2,FUN25;Ontology_term=GO:0004169,GO:0005783,GO:0006493,GO:0000030,GO:0016020,GO:0016021,GO:0016740,GO:0016757;Note=Protein%20O-mannosyltransferase%2C%20transfers%20mannose%20residues%20from%20dolichyl%20phosphate-D-mannose%20to%20protein%20serine%2Fthreonine%20residues%3B%20acts%20in%20a%20complex%20with%20Pmt1p%2C%20can%20instead%20interact%20with%20Pmt5p%20in%20some%20conditions%3B%20target%20for%20new%20antifungals;dbxref=SGD:S000000021;orf_classification=Verified","YAL023C"
"141","chr01","SGD","gene",115744,117297,NA,"-",NA,"ID=YAL022C;Name=YAL022C;gene=FUN26;Alias=FUN26;Ontology_term=GO:0016020,GO:0005337,GO:0015858,GO:0005622,GO:0006810,GO:0016021;Note=Nucleoside%20transporter%20with%20broad%20nucleoside%20selectivity%3B%20localized%20to%20intracellular%20membranes;dbxref=SGD:S000000020;orf_classification=Verified","YAL022C"
"143","chr01","SGD","gene",117713,120226,NA,"-",NA,"ID=YAL021C;Name=YAL021C;gene=CCR4;Alias=CCR4,NUT21,FUN27;Ontology_term=GO:0030015,GO:0006357,GO:0005737,GO:0000289,GO:0000288,GO:0000175,GO:0007089,GO:0016593,GO:0006368,GO:0042493,GO:0000287,GO:0003723,GO:0004518,GO:0004527,GO:0004535,GO:0005634,GO:0006350,GO:0006355,GO:0016787,GO:0046872;Note=Component%20of%20the%20CCR4-NOT%20transcriptional%20complex%2C%20which%20is%20involved%20in%20regulation%20of%20gene%20expression%3B%20component%20of%20the%20major%20cytoplasmic%20deadenylase%2C%20which%20is%20involved%20in%20mRNA%20poly(A)%20tail%20shortening;dbxref=SGD:S000000019;orf_classification=Verified","YAL021C"
"145","chr01","SGD","gene",120481,121482,NA,"-",NA,"ID=YAL020C;Name=YAL020C;gene=ATS1;Alias=ATS1,KTI13,FUN28;Ontology_term=GO:0007017,GO:0003674,GO:0005737,GO:0000226,GO:0007117,GO:0006400;Note=Protein%20required%2C%20with%20Elongator%20complex%2C%20Kti11p%2C%20and%20Kti12p%2C%20for%20modification%20of%20wobble%20nucleosides%20in%20tRNA%3B%20has%20a%20potential%20role%20in%20regulatory%20interactions%20between%20microtubules%20and%20the%20cell%20cycle;dbxref=SGD:S000000018;orf_classification=Verified","YAL020C"
"147","chr01","SGD","gene",121117,121686,NA,"+",NA,"ID=YAL019W-A;Name=YAL019W-A;Ontology_term=GO:0008150,GO:0005575,GO:0003674;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data;dbxref=SGD:S000028729;orf_classification=Dubious","YAL019W-A"
"149","chr01","SGD","gene",121786,125181,NA,"+",NA,"ID=YAL019W;Name=YAL019W;gene=FUN30;Alias=FUN30;Ontology_term=GO:0007001,GO:0003674,GO:0005634,GO:0005739,GO:0000166,GO:0003676,GO:0003677,GO:0004386,GO:0005524,GO:0016787;Note=Protein%20whose%20overexpression%20affects%20chromosome%20stability%2C%20potential%20Cdc28p%20substrate%3B%20homolog%20of%20Snf2p%3B%20the%20authentic%2C%20non-tagged%20protein%20is%20detected%20in%20highly%20purified%20mitochondria%20in%20high-throughput%20studies;dbxref=SGD:S000000017;orf_classification=Verified","YAL019W"
"151","chr01","SGD","gene",125431,126408,NA,"-",NA,"ID=YAL018C;Name=YAL018C;Ontology_term=GO:0008150,GO:0003674,GO:0005575,GO:0016020,GO:0016021;Note=Putative%20protein%20of%20unknown%20function;dbxref=SGD:S000000016;orf_classification=Uncharacterized","YAL018C"
"153","chr01","SGD","gene",127092,131162,NA,"+",NA,"ID=YAL017W;Name=YAL017W;gene=PSK1;Alias=PSK1,FUN31;Ontology_term=GO:0004674,GO:0019318,GO:0006468,GO:0005737,GO:0006078,GO:0000166,GO:0004672,GO:0004871,GO:0005524,GO:0007165,GO:0016301,GO:0016740;Note=One%20of%20two%20(see%20also%20PSK2)%20PAS%20domain%20containing%20S%2FT%20protein%20kinases%3B%20coordinately%20regulates%20protein%20synthesis%20and%20carbohydrate%20metabolism%20and%20storage%20in%20response%20to%20a%20unknown%20metabolite%20that%20reflects%20nutritional%20status;dbxref=SGD:S000000015;orf_classification=Verified","YAL017W"
"155","chr01","SGD","gene",131174,131359,NA,"-",NA,"ID=YAL016C-B;Name=YAL016C-B;Ontology_term=GO:0003674,GO:0005575,GO:0008150;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data;dbxref=SGD:S000028528;orf_classification=Dubious","YAL016C-B"
"158","chr01","SGD","gene",131622,131936,NA,"-",NA,"ID=YAL016C-A;Name=YAL016C-A;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data;dbxref=SGD:S000028728;orf_classification=Dubious","YAL016C-A"
"160","chr01","SGD","gene",131746,133653,NA,"+",NA,"ID=YAL016W;Name=YAL016W;gene=TPD3;Alias=TPD3,FUN32;Ontology_term=GO:0000159,GO:0006412,GO:0007015,GO:0007094,GO:0007117,GO:0005935,GO:0005634,GO:0005737,GO:0043332,GO:0005934,GO:0005816,GO:0006470,GO:0000158,GO:0005488;Note=Regulatory%20subunit%20A%20of%20the%20heterotrimeric%20protein%20phosphatase%202A%2C%20which%20also%20contains%20regulatory%20subunit%20Cdc55p%20and%20either%20catalytic%20subunit%20Pph21p%20or%20Pph22p%3B%20required%20for%20cell%20morphogenesis%20and%20for%20transcription%20by%20RNA%20polymerase%20III;dbxref=SGD:S000000014;orf_classification=Verified","YAL016W"
"162","chr01","SGD","gene",133770,134969,NA,"-",NA,"ID=YAL015C;Name=YAL015C;gene=NTG1;Alias=NTG1,SCR1,FUN33;Ontology_term=GO:0005634,GO:0006281,GO:0005739,GO:0006285,GO:0000703,GO:0003906,GO:0006284,GO:0008534,GO:0003677,GO:0004519,GO:0005622,GO:0006974,GO:0008152,GO:0016787,GO:0016798;Note=DNA%20N-glycosylase%20and%20apurinic%2Fapyrimidinic%20(AP)%20lyase%20involved%20in%20base%20excision%20repair%2C%20localizes%20to%20the%20nucleus%20and%20mitochondrion;dbxref=SGD:S000000013;orf_classification=Verified","YAL015C"
"164","chr01","SGD","gene",135119,135886,NA,"-",NA,"ID=YAL014C;Name=YAL014C;gene=SYN8;Alias=SYN8,SLT2,UIP2;Ontology_term=GO:0005768,GO:0005484,GO:0006810,GO:0015031,GO:0016020,GO:0016021;Note=Endosomal%20SNARE%20related%20to%20mammalian%20syntaxin%208;dbxref=SGD:S000000012;orf_classification=Verified","YAL014C"
"166","chr01","SGD","gene",136137,137397,NA,"+",NA,"ID=YAL013W;Name=YAL013W;gene=DEP1;Alias=DEP1,FUN54;Ontology_term=GO:0006644,GO:0006357,GO:0030528,GO:0005634,GO:0000723,GO:0000508,GO:0004407,GO:0016575,GO:0006350,GO:0006355,GO:0016568;Note=Transcriptional%20modulator%20involved%20in%20regulation%20of%20structural%20phospholipid%20biosynthesis%20genes%20and%20metabolically%20unrelated%20genes%2C%20as%20well%20as%20maintenance%20of%20telomeres%2C%20mating%20efficiency%2C%20and%20sporulation;dbxref=SGD:S000000011;orf_classification=Verified","YAL013W"
"169","chr01","SGD","gene",137666,138850,NA,"+",NA,"ID=YAL012W;Name=YAL012W;gene=CYS3;Alias=CYS3,STR1,FUN35,CYI1;Ontology_term=GO:0019346,GO:0000096,GO:0006534,GO:0004123,GO:0005737,GO:0042493,GO:0003824,GO:0006520,GO:0008652,GO:0016829,GO:0019344,GO:0030170;Note=Cystathionine%20gamma-lyase%2C%20catalyzes%20one%20of%20the%20two%20reactions%20involved%20in%20the%20transsulfuration%20pathway%20that%20yields%20cysteine%20from%20homocysteine%20with%20the%20intermediary%20formation%20of%20cystathionine;dbxref=SGD:S000000010;orf_classification=Verified","YAL012W"
"171","chr01","SGD","gene",139066,140943,NA,"+",NA,"ID=YAL011W;Name=YAL011W;gene=SWC3;Alias=SWC3,SWC1;Ontology_term=GO:0003674,GO:0005634,GO:0006338,GO:0007029,GO:0000812,GO:0043486,GO:0005739,GO:0042493,GO:0006350,GO:0006355,GO:0016568;Note=Protein%20of%20unknown%20function%2C%20component%20of%20the%20SWR1%20complex%2C%20which%20exchanges%20histone%20variant%20H2AZ%20(Htz1p)%20for%20chromatin-bound%20histone%20H2A%3B%20required%20for%20formation%20of%20nuclear-associated%20array%20of%20smooth%20endoplasmic%20reticulum%20known%20as%20karmellae;dbxref=SGD:S000000009;orf_classification=Verified","YAL011W"
"173","chr01","SGD","gene",141051,142532,NA,"-",NA,"ID=YAL010C;Name=YAL010C;gene=MDM10;Alias=MDM10,FUN37;Ontology_term=GO:0000002,GO:0007005,GO:0000001,GO:0003674,GO:0001401,GO:0006461,GO:0005741,GO:0000723,GO:0032865,GO:0045040,GO:0005739,GO:0016020,GO:0016021,GO:0019867;Note=Subunit%20of%20both%20the%20Mdm10-Mdm12-Mmm1%20complex%20and%20the%20mitochondrial%20sorting%20and%20assembly%20machinery%20(SAM%20complex)%3B%20functions%20in%20both%20the%20general%20and%20Tom40p-specific%20pathways%20for%20import%20and%20assembly%20of%20outer%20membrane%20beta-barrel%20proteins;dbxref=SGD:S000000008;orf_classification=Verified","YAL010C"
"175","chr01","SGD","gene",142721,143500,NA,"+",NA,"ID=YAL009W;Name=YAL009W;gene=SPO7;Alias=SPO7;Ontology_term=GO:0006997,GO:0007126,GO:0042175,GO:0016021,GO:0030437,GO:0004721,GO:0005634,GO:0005783,GO:0016020,GO:0030435;Note=Regulatory%20subunit%20of%20Nem1p-Spo7p%20phosphatase%20holoenzyme%2C%20which%20regulates%20nuclear%20growth%20by%20controlling%20recruitment%20of%20Pah1p%20onto%20promoters%20of%20phospholipid%20biosynthetic%20genes%3B%20required%20for%20normal%20nuclear%20envelope%20morphology%20and%20sporulation;dbxref=SGD:S000000007;orf_classification=Verified","YAL009W"
"177","chr01","SGD","gene",143781,144377,NA,"+",NA,"ID=YAL008W;Name=YAL008W;gene=FUN14;Alias=FUN14;Ontology_term=GO:0003674,GO:0008150,GO:0005739,GO:0005741,GO:0016020,GO:0016021;Note=Mitochondrial%20protein%20of%20unknown%20function;dbxref=SGD:S000000006;orf_classification=Verified","YAL008W"
"179","chr01","SGD","gene",144565,145212,NA,"-",NA,"ID=YAL007C;Name=YAL007C;gene=ERP2;Alias=ERP2;Ontology_term=GO:0003674,GO:0006888,GO:0030134,GO:0005783,GO:0006810,GO:0015031,GO:0016020,GO:0016021;Note=Protein%20that%20forms%20a%20heterotrimeric%20complex%20with%20Erp1p%2C%20Emp24p%2C%20and%20Erv25p%3B%20member%2C%20along%20with%20Emp24p%20and%20Erv25p%2C%20of%20the%20p24%20family%20involved%20in%20ER%20to%20Golgi%20transport%20and%20localized%20to%20COPII-coated%20vesicles;dbxref=SGD:S000000005;orf_classification=Verified","YAL007C"
"188","chr01","SGD","gene",146370,148296,NA,"-",NA,"ID=YAL005C;Name=YAL005C;gene=SSA1;Alias=SSA1,YG100;Ontology_term=GO:0005737,GO:0006457,GO:0000060,GO:0005634,GO:0006616,GO:0000329,GO:0016887,GO:0009277,GO:0051082,GO:0005832,GO:0006412,GO:0006626,GO:0006950,GO:0042026,GO:0000166,GO:0005524;Note=ATPase%20involved%20in%20protein%20folding%20and%20nuclear%20localization%20signal%20(NLS)-directed%20nuclear%20transport%3B%20member%20of%20heat%20shock%20protein%2070%20(HSP70)%20family%3B%20forms%20a%20chaperone%20complex%20with%20Ydj1p%3B%20localized%20to%20the%20nucleus%2C%20cytoplasm%2C%20and%20cell%20wall;dbxref=SGD:S000000004;orf_classification=Verified","YAL005C"
"190","chr01","SGD","gene",147627,148272,NA,"+",NA,"ID=YAL004W;Name=YAL004W;Ontology_term=GO:0005575,GO:0003674,GO:0008150;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data%3B%20completely%20overlaps%20verified%20gene%20SSA1%2FYAL005C;dbxref=SGD:S000002136;orf_classification=Dubious","YAL004W"
"192","chr01","SGD","gene",149039,150025,NA,"+",NA,"ID=YAL003W;Name=YAL003W;gene=EFB1;Alias=EFB1,TEF5;Ontology_term=GO:0005840,GO:0003746,GO:0006414,GO:0005853,GO:0006412;Note=Translation%20elongation%20factor%201%20beta%3B%20stimulates%20nucleotide%20exchange%20to%20regenerate%20EF-1%20alpha-GTP%20for%20the%20next%20elongation%20cycle%3B%20part%20of%20the%20EF-1%20complex%2C%20which%20facilitates%20binding%20of%20aminoacyl-tRNA%20to%20the%20ribosomal%20A%20site;dbxref=SGD:S000000003;orf_classification=Verified","YAL003W"
"198","chr01","SGD","gene",150572,154396,NA,"+",NA,"ID=YAL002W;Name=YAL002W;gene=VPS8;Alias=VPS8,VPT8,FUN15;Ontology_term=GO:0045324,GO:0003674,GO:0005624,GO:0033263,GO:0006810,GO:0008270,GO:0015031,GO:0046872;Note=Membrane-associated%20protein%20that%20interacts%20with%20Vps21p%20to%20facilitate%20soluble%20vacuolar%20protein%20localization%3B%20component%20of%20the%20CORVET%20complex%3B%20required%20for%20localization%20and%20trafficking%20of%20the%20CPY%20sorting%20receptor%3B%20contains%20RING%20finger%20motif;dbxref=SGD:S000000002;orf_classification=Verified","YAL002W"
"201","chr01","SGD","gene",154459,158031,NA,"-",NA,"ID=YAL001C;Name=YAL001C;gene=TFC3;Alias=TFC3,TSV115,FUN24;Ontology_term=GO:0003709,GO:0000127,GO:0006384,GO:0005739,GO:0003677,GO:0005634,GO:0006350,GO:0006355;Note=Largest%20of%20six%20subunits%20of%20the%20RNA%20polymerase%20III%20transcription%20initiation%20factor%20complex%20(TFIIIC)%3B%20part%20of%20the%20TauB%20domain%20of%20TFIIIC%20that%20binds%20DNA%20at%20the%20BoxB%20promoter%20sites%20of%20tRNA%20and%20similar%20genes%3B%20cooperates%20with%20Tfc6p%20in%20DNA%20binding;dbxref=SGD:S000000001;orf_classification=Verified","YAL001C"
"209","chr01","SGD","gene",159122,160741,NA,"+",NA,"ID=YAR002W;Name=YAR002W;gene=NUP60;Alias=NUP60;Ontology_term=GO:0005643,GO:0006913,GO:0000059,GO:0017056,GO:0000723,GO:0005634,GO:0006605,GO:0006810,GO:0015031,GO:0051028;Note=Subunit%20of%20the%20nuclear%20pore%20complex%20(NPC)%2C%20functions%20to%20anchor%20Nup2p%20to%20the%20NPC%20in%20a%20process%20controlled%20by%20the%20nucleoplasmic%20concentration%20of%20Gsp1p-GTP%3B%20potential%20Cdc28p%20substrate%3B%20involved%20in%20telomere%20maintenance;dbxref=SGD:S000000063;orf_classification=Verified","YAR002W"
"211","chr01","SGD","gene",160930,161589,NA,"-",NA,"ID=YAR002C-A;Name=YAR002C-A;gene=ERP1;Alias=ERP1;Ontology_term=GO:0003674,GO:0006888,GO:0030134,GO:0005739,GO:0005783,GO:0006810,GO:0015031,GO:0016020,GO:0016021;Note=Protein%20that%20forms%20a%20heterotrimeric%20complex%20with%20Erp2p%2C%20Emp24p%2C%20and%20Erv25p%3B%20member%2C%20along%20with%20Emp24p%20and%20Erv25p%2C%20of%20the%20p24%20family%20involved%20in%20ER%20to%20Golgi%20transport%20and%20localized%20to%20COPII-coated%20vesicles;dbxref=SGD:S000002129;orf_classification=Verified","YAR002C-A"
"213","chr01","SGD","gene",161870,163150,NA,"+",NA,"ID=YAR003W;Name=YAR003W;gene=SWD1;Alias=SWD1,SAF49,CPS50,FUN16;Ontology_term=GO:0006348,GO:0016571,GO:0042800,GO:0048188,GO:0006355,GO:0000723,GO:0000781,GO:0005634,GO:0005694;Note=Subunit%20of%20the%20COMPASS%20(Set1C)%20complex%2C%20which%20methylates%20histone%20H3%20on%20lysine%204%20and%20is%20required%20in%20transcriptional%20silencing%20near%20telomeres%3B%20WD40%20beta%20propeller%20superfamily%20member%20with%20similarity%20to%20mammalian%20Rbbp7;dbxref=SGD:S000000064;orf_classification=Verified","YAR003W"
"215","chr01","SGD","gene",163619,165484,NA,"-",NA,"ID=YAR007C;Name=YAR007C;gene=RFA1;Alias=RFA1,RPA1,FUN3,BUF2;Ontology_term=GO:0000781,GO:0005737,GO:0000724,GO:0000722,GO:0003676,GO:0003677,GO:0005634,GO:0006260,GO:0008270,GO:0046872,GO:0003690,GO:0043565,GO:0003697,GO:0006281,GO:0006268,GO:0031571,GO:0045184,GO:0031573,GO:0007131,GO:0007095,GO:0006312,GO:0006289,GO:0007004,GO:0005662,GO:0000794,GO:0030491;Note=Subunit%20of%20heterotrimeric%20Replication%20Protein%20A%20(RPA)%2C%20which%20is%20a%20highly%20conserved%20single-stranded%20DNA%20binding%20protein%20involved%20in%20DNA%20replication%2C%20repair%2C%20and%20recombination;dbxref=SGD:S000000065;orf_classification=Verified","YAR007C"
"217","chr01","SGD","gene",165830,166657,NA,"+",NA,"ID=YAR008W;Name=YAR008W;gene=SEN34;Alias=SEN34,FUN4;Ontology_term=GO:0000213,GO:0006388,GO:0000214,GO:0005637,GO:0005741,GO:0005739,GO:0003677,GO:0004518,GO:0004519,GO:0005634,GO:0008033,GO:0016020,GO:0016787,GO:0019867;Note=Subunit%20of%20the%20tRNA%20splicing%20endonuclease%2C%20which%20is%20composed%20of%20Sen2p%2C%20Sen15p%2C%20Sen34p%2C%20and%20Sen54p%3B%20Sen34p%20contains%20the%20active%20site%20for%20tRNA%203'%20splice%20site%20cleavage%20and%20has%20similarity%20to%20Sen2p%20and%20to%20Archaeal%20tRNA%20splicing%20endonuclease;dbxref=SGD:S000000066;orf_classification=Verified","YAR008W"
"233","chr01","SGD","gene",173688,175817,NA,"-",NA,"ID=YAR014C;Name=YAR014C;gene=BUD14;Alias=BUD14;Ontology_term=GO:0000131,GO:0005934,GO:0005935,GO:0000903,GO:0006355,GO:0007010,GO:0008599,GO:0007049,GO:0051301;Note=Protein%20involved%20in%20bud-site%20selection%2C%20Bud14p-Glc7p%20complex%20functions%20as%20a%20cortical%20regulator%20of%20dynein%3B%20diploid%20mutants%20display%20a%20random%20budding%20pattern%20instead%20of%20the%20wild-type%20bipolar%20pattern;dbxref=SGD:S000000069;orf_classification=Verified","YAR014C"
"236","chr01","SGD","gene",176321,177241,NA,"+",NA,"ID=YAR015W;Name=YAR015W;gene=ADE1;Alias=ADE1;Ontology_term=GO:0005737,GO:0005634,GO:0042493,GO:0004639,GO:0006164,GO:0006189,GO:0003824,GO:0005524,GO:0016874;Note=N-succinyl-5-aminoimidazole-4-carboxamide%20ribotide%20(SAICAR)%20synthetase%2C%20required%20for%20'de%20novo'%20purine%20nucleotide%20biosynthesis%3B%20red%20pigment%20accumulates%20in%20mutant%20cells%20deprived%20of%20adenine;dbxref=SGD:S000000070;orf_classification=Verified","YAR015W"
"238","chr01","SGD","gene",177342,178649,NA,"-",NA,"ID=YAR018C;Name=YAR018C;gene=KIN3;Alias=KIN3,NPK1,FUN52;Ontology_term=GO:0007059,GO:0004672,GO:0005575,GO:0000166,GO:0004674,GO:0005524,GO:0006468,GO:0016301,GO:0016740;Note=Nonessential%20protein%20kinase%20with%20unknown%20cellular%20role;dbxref=SGD:S000000071;orf_classification=Verified","YAR018C"
"240","chr01","SGD","gene",179157,182081,NA,"-",NA,"ID=YAR019C;Name=YAR019C;gene=CDC15;Alias=CDC15,LYT1;Ontology_term=GO:0005816,GO:0007096,GO:0004672,GO:0006468,GO:0000910,GO:0005935,GO:0000166,GO:0004674,GO:0004713,GO:0005524,GO:0007049,GO:0007067,GO:0016301,GO:0016740,GO:0051301;Note=Protein%20kinase%20of%20the%20Mitotic%20Exit%20Network%20that%20is%20localized%20to%20the%20spindle%20pole%20bodies%20at%20late%20anaphase%3B%20promotes%20mitotic%20exit%20by%20directly%20switching%20on%20the%20kinase%20activity%20of%20Dbf2p;dbxref=SGD:S000000072;orf_classification=Verified","YAR019C"
"242","chr01","SGD","gene",181944,182289,NA,"+",NA,"ID=YAR019W-A;Name=YAR019W-A;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data;dbxref=SGD:S000028735;orf_classification=Dubious","YAR019W-A"
"245","chr01","SGD","gene",183802,183969,NA,"-",NA,"ID=YAR020C;Name=YAR020C;gene=PAU7;Alias=PAU7;Ontology_term=GO:0008150,GO:0003674,GO:0005575,GO:0006950,GO:0016020,GO:0016021;Note=Part%20of%2023-member%20seripauperin%20multigene%20family%2C%20active%20during%20alcoholic%20fermentation%2C%20regulated%20by%20anaerobiosis%2C%20inhibited%20by%20oxygen%2C%20repressed%20by%20heme;dbxref=SGD:S000000073;orf_classification=Verified","YAR020C"
"247","chr01","SGD","gene",186227,186766,NA,"-",NA,"ID=YAR023C;Name=YAR023C;Ontology_term=GO:0008150,GO:0003674,GO:0005575,GO:0016020,GO:0016021;Note=Putative%20integral%20membrane%20protein%2C%20member%20of%20DUP240%20gene%20family;dbxref=SGD:S000000074;orf_classification=Uncharacterized","YAR023C"
