"","seqid","source","type","start","end","score","strand","phase","attributes","ID"
"111","chr01","SGD","gene",89479,90051,NA,"+",NA,"ID=YAL019W-A;Name=YAL019W-A;Ontology_term=GO:0008150,GO:0005575,GO:0003674;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data;dbxref=SGD:S000028729;orf_classification=Dubious","YAL019W-A"
"113","chr01","SGD","gene",90152,93511,NA,"+",NA,"ID=YAL019W;Name=YAL019W;gene=FUN30;Alias=FUN30;Ontology_term=GO:0007001,GO:0003674,GO:0005634,GO:0005739,GO:0000166,GO:0003676,GO:0003677,GO:0004386,GO:0005524,GO:0016787;Note=Protein%20whose%20overexpression%20affects%20chromosome%20stability%2C%20potential%20Cdc28p%20substrate%3B%20homolog%20of%20Snf2p%3B%20the%20authentic%2C%20non-tagged%20protein%20is%20detected%20in%20highly%20purified%20mitochondria%20in%20high-throughput%20studies;dbxref=SGD:S000000017;orf_classification=Verified","YAL019W"
"115","chr01","SGD","gene",93752,94733,NA,"-",NA,"ID=YAL018C;Name=YAL018C;Ontology_term=GO:0008150,GO:0003674,GO:0005575,GO:0016020,GO:0016021;Note=Putative%20protein%20of%20unknown%20function;dbxref=SGD:S000000016;orf_classification=Uncharacterized","YAL018C"
"117","chr01","SGD","gene",95416,99486,NA,"+",NA,"ID=YAL017W;Name=YAL017W;gene=PSK1;Alias=PSK1,FUN31;Ontology_term=GO:0004674,GO:0019318,GO:0006468,GO:0005737,GO:0006078,GO:0000166,GO:0004672,GO:0004871,GO:0005524,GO:0007165,GO:0016301,GO:0016740;Note=One%20of%20two%20(see%20also%20PSK2)%20PAS%20domain%20containing%20S%2FT%20protein%20kinases%3B%20coordinately%20regulates%20protein%20synthesis%20and%20carbohydrate%20metabolism%20and%20storage%20in%20response%20to%20a%20unknown%20metabolite%20that%20reflects%20nutritional%20status;dbxref=SGD:S000000015;orf_classification=Verified","YAL017W"
"119","chr01","SGD","gene",99498,99679,NA,"-",NA,"ID=YAL016C-B;Name=YAL016C-B;Ontology_term=GO:0003674,GO:0005575,GO:0008150;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data;dbxref=SGD:S000028528;orf_classification=Dubious","YAL016C-B"
"122","chr01","SGD","gene",99941,100246,NA,"-",NA,"ID=YAL016C-A;Name=YAL016C-A;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data;dbxref=SGD:S000028728;orf_classification=Dubious","YAL016C-A"
"124","chr01","SGD","gene",100065,101963,NA,"+",NA,"ID=YAL016W;Name=YAL016W;gene=TPD3;Alias=TPD3,FUN32;Ontology_term=GO:0000159,GO:0006412,GO:0007015,GO:0007094,GO:0007117,GO:0005935,GO:0005634,GO:0005737,GO:0043332,GO:0005934,GO:0005816,GO:0006470,GO:0000158,GO:0005488;Note=Regulatory%20subunit%20A%20of%20the%20heterotrimeric%20protein%20phosphatase%202A%2C%20which%20also%20contains%20regulatory%20subunit%20Cdc55p%20and%20either%20catalytic%20subunit%20Pph21p%20or%20Pph22p%3B%20required%20for%20cell%20morphogenesis%20and%20for%20transcription%20by%20RNA%20polymerase%20III;dbxref=SGD:S000000014;orf_classification=Verified","YAL016W"
"126","chr01","SGD","gene",102068,103267,NA,"-",NA,"ID=YAL015C;Name=YAL015C;gene=NTG1;Alias=NTG1,SCR1,FUN33;Ontology_term=GO:0005634,GO:0006281,GO:0005739,GO:0006285,GO:0000703,GO:0003906,GO:0006284,GO:0008534,GO:0003677,GO:0004519,GO:0005622,GO:0006974,GO:0008152,GO:0016787,GO:0016798;Note=DNA%20N-glycosylase%20and%20apurinic%2Fapyrimidinic%20(AP)%20lyase%20involved%20in%20base%20excision%20repair%2C%20localizes%20to%20the%20nucleus%20and%20mitochondrion;dbxref=SGD:S000000013;orf_classification=Verified","YAL015C"
"128","chr01","SGD","gene",103413,104154,NA,"-",NA,"ID=YAL014C;Name=YAL014C;gene=SYN8;Alias=SYN8,SLT2,UIP2;Ontology_term=GO:0005768,GO:0005484,GO:0006810,GO:0015031,GO:0016020,GO:0016021;Note=Endosomal%20SNARE%20related%20to%20mammalian%20syntaxin%208;dbxref=SGD:S000000012;orf_classification=Verified","YAL014C"
"130","chr01","SGD","gene",104405,105666,NA,"+",NA,"ID=YAL013W;Name=YAL013W;gene=DEP1;Alias=DEP1,FUN54;Ontology_term=GO:0006644,GO:0006357,GO:0030528,GO:0005634,GO:0000723,GO:0000508,GO:0004407,GO:0016575,GO:0006350,GO:0006355,GO:0016568;Note=Transcriptional%20modulator%20involved%20in%20regulation%20of%20structural%20phospholipid%20biosynthesis%20genes%20and%20metabolically%20unrelated%20genes%2C%20as%20well%20as%20maintenance%20of%20telomeres%2C%20mating%20efficiency%2C%20and%20sporulation;dbxref=SGD:S000000011;orf_classification=Verified","YAL013W"
"133","chr01","SGD","gene",105931,107115,NA,"+",NA,"ID=YAL012W;Name=YAL012W;gene=CYS3;Alias=CYS3,STR1,FUN35,CYI1;Ontology_term=GO:0019346,GO:0000096,GO:0006534,GO:0004123,GO:0005737,GO:0042493,GO:0003824,GO:0006520,GO:0008652,GO:0016829,GO:0019344,GO:0030170;Note=Cystathionine%20gamma-lyase%2C%20catalyzes%20one%20of%20the%20two%20reactions%20involved%20in%20the%20transsulfuration%20pathway%20that%20yields%20cysteine%20from%20homocysteine%20with%20the%20intermediary%20formation%20of%20cystathionine;dbxref=SGD:S000000010;orf_classification=Verified","YAL012W"
"135","chr01","SGD","gene",107329,109256,NA,"+",NA,"ID=YAL011W;Name=YAL011W;gene=SWC3;Alias=SWC3,SWC1;Ontology_term=GO:0003674,GO:0005634,GO:0006338,GO:0007029,GO:0000812,GO:0043486,GO:0005739,GO:0042493,GO:0006350,GO:0006355,GO:0016568;Note=Protein%20of%20unknown%20function%2C%20component%20of%20the%20SWR1%20complex%2C%20which%20exchanges%20histone%20variant%20H2AZ%20(Htz1p)%20for%20chromatin-bound%20histone%20H2A%3B%20required%20for%20formation%20of%20nuclear-associated%20array%20of%20smooth%20endoplasmic%20reticulum%20known%20as%20karmellae;dbxref=SGD:S000000009;orf_classification=Verified","YAL011W"
"137","chr01","SGD","gene",109366,110847,NA,"-",NA,"ID=YAL010C;Name=YAL010C;gene=MDM10;Alias=MDM10,FUN37;Ontology_term=GO:0000002,GO:0007005,GO:0000001,GO:0003674,GO:0001401,GO:0006461,GO:0005741,GO:0000723,GO:0032865,GO:0045040,GO:0005739,GO:0016020,GO:0016021,GO:0019867;Note=Subunit%20of%20both%20the%20Mdm10-Mdm12-Mmm1%20complex%20and%20the%20mitochondrial%20sorting%20and%20assembly%20machinery%20(SAM%20complex)%3B%20functions%20in%20both%20the%20general%20and%20Tom40p-specific%20pathways%20for%20import%20and%20assembly%20of%20outer%20membrane%20beta-barrel%20proteins;dbxref=SGD:S000000008;orf_classification=Verified","YAL010C"
"139","chr01","SGD","gene",111036,111815,NA,"+",NA,"ID=YAL009W;Name=YAL009W;gene=SPO7;Alias=SPO7;Ontology_term=GO:0006997,GO:0007126,GO:0042175,GO:0016021,GO:0030437,GO:0004721,GO:0005634,GO:0005783,GO:0016020,GO:0030435;Note=Regulatory%20subunit%20of%20Nem1p-Spo7p%20phosphatase%20holoenzyme%2C%20which%20regulates%20nuclear%20growth%20by%20controlling%20recruitment%20of%20Pah1p%20onto%20promoters%20of%20phospholipid%20biosynthetic%20genes%3B%20required%20for%20normal%20nuclear%20envelope%20morphology%20and%20sporulation;dbxref=SGD:S000000007;orf_classification=Verified","YAL009W"
"141","chr01","SGD","gene",112095,112700,NA,"+",NA,"ID=YAL008W;Name=YAL008W;gene=FUN14;Alias=FUN14;Ontology_term=GO:0003674,GO:0008150,GO:0005739,GO:0005741,GO:0016020,GO:0016021;Note=Mitochondrial%20protein%20of%20unknown%20function;dbxref=SGD:S000000006;orf_classification=Verified","YAL008W"
"143","chr01","SGD","gene",112888,113530,NA,"-",NA,"ID=YAL007C;Name=YAL007C;gene=ERP2;Alias=ERP2;Ontology_term=GO:0003674,GO:0006888,GO:0030134,GO:0005783,GO:0006810,GO:0015031,GO:0016020,GO:0016021;Note=Protein%20that%20forms%20a%20heterotrimeric%20complex%20with%20Erp1p%2C%20Emp24p%2C%20and%20Erv25p%3B%20member%2C%20along%20with%20Emp24p%20and%20Erv25p%2C%20of%20the%20p24%20family%20involved%20in%20ER%20to%20Golgi%20transport%20and%20localized%20to%20COPII-coated%20vesicles;dbxref=SGD:S000000005;orf_classification=Verified","YAL007C"
"150","chr01","SGD","gene",114952,116880,NA,"-",NA,"ID=YAL005C;Name=YAL005C;gene=SSA1;Alias=SSA1,YG100;Ontology_term=GO:0005737,GO:0006457,GO:0000060,GO:0005634,GO:0006616,GO:0000329,GO:0016887,GO:0009277,GO:0051082,GO:0005832,GO:0006412,GO:0006626,GO:0006950,GO:0042026,GO:0000166,GO:0005524;Note=ATPase%20involved%20in%20protein%20folding%20and%20nuclear%20localization%20signal%20(NLS)-directed%20nuclear%20transport%3B%20member%20of%20heat%20shock%20protein%2070%20(HSP70)%20family%3B%20forms%20a%20chaperone%20complex%20with%20Ydj1p%3B%20localized%20to%20the%20nucleus%2C%20cytoplasm%2C%20and%20cell%20wall;dbxref=SGD:S000000004;orf_classification=Verified","YAL005C"
"152","chr01","SGD","gene",116209,116856,NA,"+",NA,"ID=YAL004W;Name=YAL004W;Ontology_term=GO:0005575,GO:0003674,GO:0008150;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data%3B%20completely%20overlaps%20verified%20gene%20SSA1%2FYAL005C;dbxref=SGD:S000002136;orf_classification=Dubious","YAL004W"
"154","chr01","SGD","gene",117630,118614,NA,"+",NA,"ID=YAL003W;Name=YAL003W;gene=EFB1;Alias=EFB1,TEF5;Ontology_term=GO:0005840,GO:0003746,GO:0006414,GO:0005853,GO:0006412;Note=Translation%20elongation%20factor%201%20beta%3B%20stimulates%20nucleotide%20exchange%20to%20regenerate%20EF-1%20alpha-GTP%20for%20the%20next%20elongation%20cycle%3B%20part%20of%20the%20EF-1%20complex%2C%20which%20facilitates%20binding%20of%20aminoacyl-tRNA%20to%20the%20ribosomal%20A%20site;dbxref=SGD:S000000003;orf_classification=Verified","YAL003W"
"160","chr01","SGD","gene",119148,122972,NA,"+",NA,"ID=YAL002W;Name=YAL002W;gene=VPS8;Alias=VPS8,VPT8,FUN15;Ontology_term=GO:0045324,GO:0003674,GO:0005624,GO:0033263,GO:0006810,GO:0008270,GO:0015031,GO:0046872;Note=Membrane-associated%20protein%20that%20interacts%20with%20Vps21p%20to%20facilitate%20soluble%20vacuolar%20protein%20localization%3B%20component%20of%20the%20CORVET%20complex%3B%20required%20for%20localization%20and%20trafficking%20of%20the%20CPY%20sorting%20receptor%3B%20contains%20RING%20finger%20motif;dbxref=SGD:S000000002;orf_classification=Verified","YAL002W"
"163","chr01","SGD","gene",123035,126607,NA,"-",NA,"ID=YAL001C;Name=YAL001C;gene=TFC3;Alias=TFC3,TSV115,FUN24;Ontology_term=GO:0003709,GO:0000127,GO:0006384,GO:0005739,GO:0003677,GO:0005634,GO:0006350,GO:0006355;Note=Largest%20of%20six%20subunits%20of%20the%20RNA%20polymerase%20III%20transcription%20initiation%20factor%20complex%20(TFIIIC)%3B%20part%20of%20the%20TauB%20domain%20of%20TFIIIC%20that%20binds%20DNA%20at%20the%20BoxB%20promoter%20sites%20of%20tRNA%20and%20similar%20genes%3B%20cooperates%20with%20Tfc6p%20in%20DNA%20binding;dbxref=SGD:S000000001;orf_classification=Verified","YAL001C"
"171","chr01","SGD","gene",127694,129313,NA,"+",NA,"ID=YAR002W;Name=YAR002W;gene=NUP60;Alias=NUP60;Ontology_term=GO:0005643,GO:0006913,GO:0000059,GO:0017056,GO:0000723,GO:0005634,GO:0006605,GO:0006810,GO:0015031,GO:0051028;Note=Subunit%20of%20the%20nuclear%20pore%20complex%20(NPC)%2C%20functions%20to%20anchor%20Nup2p%20to%20the%20NPC%20in%20a%20process%20controlled%20by%20the%20nucleoplasmic%20concentration%20of%20Gsp1p-GTP%3B%20potential%20Cdc28p%20substrate%3B%20involved%20in%20telomere%20maintenance;dbxref=SGD:S000000063;orf_classification=Verified","YAR002W"
"173","chr01","SGD","gene",129507,130166,NA,"-",NA,"ID=YAR002C-A;Name=YAR002C-A;gene=ERP1;Alias=ERP1;Ontology_term=GO:0003674,GO:0006888,GO:0030134,GO:0005739,GO:0005783,GO:0006810,GO:0015031,GO:0016020,GO:0016021;Note=Protein%20that%20forms%20a%20heterotrimeric%20complex%20with%20Erp2p%2C%20Emp24p%2C%20and%20Erv25p%3B%20member%2C%20along%20with%20Emp24p%20and%20Erv25p%2C%20of%20the%20p24%20family%20involved%20in%20ER%20to%20Golgi%20transport%20and%20localized%20to%20COPII-coated%20vesicles;dbxref=SGD:S000002129;orf_classification=Verified","YAR002C-A"
"175","chr01","SGD","gene",130448,131739,NA,"+",NA,"ID=YAR003W;Name=YAR003W;gene=SWD1;Alias=SWD1,SAF49,CPS50,FUN16;Ontology_term=GO:0006348,GO:0016571,GO:0042800,GO:0048188,GO:0006355,GO:0000723,GO:0000781,GO:0005634,GO:0005694;Note=Subunit%20of%20the%20COMPASS%20(Set1C)%20complex%2C%20which%20methylates%20histone%20H3%20on%20lysine%204%20and%20is%20required%20in%20transcriptional%20silencing%20near%20telomeres%3B%20WD40%20beta%20propeller%20superfamily%20member%20with%20similarity%20to%20mammalian%20Rbbp7;dbxref=SGD:S000000064;orf_classification=Verified","YAR003W"
"177","chr01","SGD","gene",132248,134113,NA,"-",NA,"ID=YAR007C;Name=YAR007C;gene=RFA1;Alias=RFA1,RPA1,FUN3,BUF2;Ontology_term=GO:0000781,GO:0005737,GO:0000724,GO:0000722,GO:0003676,GO:0003677,GO:0005634,GO:0006260,GO:0008270,GO:0046872,GO:0003690,GO:0043565,GO:0003697,GO:0006281,GO:0006268,GO:0031571,GO:0045184,GO:0031573,GO:0007131,GO:0007095,GO:0006312,GO:0006289,GO:0007004,GO:0005662,GO:0000794,GO:0030491;Note=Subunit%20of%20heterotrimeric%20Replication%20Protein%20A%20(RPA)%2C%20which%20is%20a%20highly%20conserved%20single-stranded%20DNA%20binding%20protein%20involved%20in%20DNA%20replication%2C%20repair%2C%20and%20recombination;dbxref=SGD:S000000065;orf_classification=Verified","YAR007C"
"179","chr01","SGD","gene",134471,135292,NA,"+",NA,"ID=YAR008W;Name=YAR008W;gene=SEN34;Alias=SEN34,FUN4;Ontology_term=GO:0000213,GO:0006388,GO:0000214,GO:0005637,GO:0005741,GO:0005739,GO:0003677,GO:0004518,GO:0004519,GO:0005634,GO:0008033,GO:0016020,GO:0016787,GO:0019867;Note=Subunit%20of%20the%20tRNA%20splicing%20endonuclease%2C%20which%20is%20composed%20of%20Sen2p%2C%20Sen15p%2C%20Sen34p%2C%20and%20Sen54p%3B%20Sen34p%20contains%20the%20active%20site%20for%20tRNA%203'%20splice%20site%20cleavage%20and%20has%20similarity%20to%20Sen2p%20and%20to%20Archaeal%20tRNA%20splicing%20endonuclease;dbxref=SGD:S000000066;orf_classification=Verified","YAR008W"
"187","chr01","SGD","gene",136353,138491,NA,"-",NA,"ID=YAR014C;Name=YAR014C;gene=BUD14;Alias=BUD14;Ontology_term=GO:0000131,GO:0005934,GO:0005935,GO:0000903,GO:0006355,GO:0007010,GO:0008599,GO:0007049,GO:0051301;Note=Protein%20involved%20in%20bud-site%20selection%2C%20Bud14p-Glc7p%20complex%20functions%20as%20a%20cortical%20regulator%20of%20dynein%3B%20diploid%20mutants%20display%20a%20random%20budding%20pattern%20instead%20of%20the%20wild-type%20bipolar%20pattern;dbxref=SGD:S000000069;orf_classification=Verified","YAR014C"
"190","chr01","SGD","gene",138998,139918,NA,"+",NA,"ID=YAR015W;Name=YAR015W;gene=ADE1;Alias=ADE1;Ontology_term=GO:0005737,GO:0005634,GO:0042493,GO:0004639,GO:0006164,GO:0006189,GO:0003824,GO:0005524,GO:0016874;Note=N-succinyl-5-aminoimidazole-4-carboxamide%20ribotide%20(SAICAR)%20synthetase%2C%20required%20for%20'de%20novo'%20purine%20nucleotide%20biosynthesis%3B%20red%20pigment%20accumulates%20in%20mutant%20cells%20deprived%20of%20adenine;dbxref=SGD:S000000070;orf_classification=Verified","YAR015W"
"192","chr01","SGD","gene",140019,141326,NA,"-",NA,"ID=YAR018C;Name=YAR018C;gene=KIN3;Alias=KIN3,NPK1,FUN52;Ontology_term=GO:0007059,GO:0004672,GO:0005575,GO:0000166,GO:0004674,GO:0005524,GO:0006468,GO:0016301,GO:0016740;Note=Nonessential%20protein%20kinase%20with%20unknown%20cellular%20role;dbxref=SGD:S000000071;orf_classification=Verified","YAR018C"
"194","chr01","SGD","gene",141858,144782,NA,"-",NA,"ID=YAR019C;Name=YAR019C;gene=CDC15;Alias=CDC15,LYT1;Ontology_term=GO:0005816,GO:0007096,GO:0004672,GO:0006468,GO:0000910,GO:0005935,GO:0000166,GO:0004674,GO:0004713,GO:0005524,GO:0007049,GO:0007067,GO:0016301,GO:0016740,GO:0051301;Note=Protein%20kinase%20of%20the%20Mitotic%20Exit%20Network%20that%20is%20localized%20to%20the%20spindle%20pole%20bodies%20at%20late%20anaphase%3B%20promotes%20mitotic%20exit%20by%20directly%20switching%20on%20the%20kinase%20activity%20of%20Dbf2p;dbxref=SGD:S000000072;orf_classification=Verified","YAR019C"
"196","chr01","SGD","gene",144645,144989,NA,"+",NA,"ID=YAR019W-A;Name=YAR019W-A;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data;dbxref=SGD:S000028735;orf_classification=Dubious","YAR019W-A"
"199","chr01","SGD","gene",146496,146663,NA,"-",NA,"ID=YAR020C;Name=YAR020C;gene=PAU7;Alias=PAU7;Ontology_term=GO:0008150,GO:0003674,GO:0005575,GO:0006950,GO:0016020,GO:0016021;Note=Part%20of%2023-member%20seripauperin%20multigene%20family%2C%20active%20during%20alcoholic%20fermentation%2C%20regulated%20by%20anaerobiosis%2C%20inhibited%20by%20oxygen%2C%20repressed%20by%20heme;dbxref=SGD:S000000073;orf_classification=Verified","YAR020C"
"201","chr01","SGD","gene",148949,149488,NA,"-",NA,"ID=YAR023C;Name=YAR023C;Ontology_term=GO:0008150,GO:0003674,GO:0005575,GO:0016020,GO:0016021;Note=Putative%20integral%20membrane%20protein%2C%20member%20of%20DUP240%20gene%20family;dbxref=SGD:S000000074;orf_classification=Uncharacterized","YAR023C"
"206","chr01","SGD","gene",154683,155391,NA,"+",NA,"ID=YAR027W;Name=YAR027W;gene=UIP3;Alias=UIP3;Ontology_term=GO:0008150,GO:0003674,GO:0005635,GO:0005634,GO:0016020,GO:0016021;Note=Putative%20integral%20membrane%20protein%20of%20unknown%20function%3B%20interacts%20with%20Ulp1p%20at%20the%20nuclear%20periphery%3B%20member%20of%20DUP240%20gene%20family;dbxref=SGD:S000000075;orf_classification=Verified","YAR027W"
"208","chr01","SGD","gene",155807,156506,NA,"+",NA,"ID=YAR028W;Name=YAR028W;Ontology_term=GO:0008150,GO:0003674,GO:0005575,GO:0016020,GO:0016021;Note=Putative%20integral%20membrane%20protein%2C%20member%20of%20DUP240%20gene%20family%3B%20GFP-fusion%20protein%20is%20induced%20in%20response%20to%20the%20DNA-damaging%20agent%20MMS;dbxref=SGD:S000000076;orf_classification=Uncharacterized","YAR028W"
"210","chr01","SGD","gene",159154,159385,NA,"+",NA,"ID=YAR029W;Name=YAR029W;Ontology_term=GO:0008150,GO:0003674,GO:0005737;Note=Member%20of%20DUP240%20gene%20family%20but%20contains%20no%20transmembrane%20domains%3B%20green%20fluorescent%20protein%20(GFP)-fusion%20protein%20localizes%20to%20the%20cytoplasm%20in%20a%20punctate%20pattern;dbxref=SGD:S000000077;orf_classification=Uncharacterized","YAR029W"
"212","chr01","SGD","gene",159351,159677,NA,"-",NA,"ID=YAR030C;Name=YAR030C;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data%3B%20partially%20overlaps%20the%20uncharacterized%20ORF%20YAR029W%20and%20the%20verified%20gene%20PRM9;dbxref=SGD:S000001821;orf_classification=Dubious","YAR030C"
"214","chr01","SGD","gene",159663,160554,NA,"+",NA,"ID=YAR031W;Name=YAR031W;gene=PRM9;Alias=PRM9;Ontology_term=GO:0016021,GO:0003674,GO:0005886,GO:0005783,GO:0016050,GO:0019236,GO:0006810,GO:0006888,GO:0016020;Note=Pheromone-regulated%20protein%20with%203%20predicted%20transmembrane%20segments%20and%20an%20FF%20sequence%2C%20a%20motif%20involved%20in%20COPII%20binding%3B%20member%20of%20DUP240%20gene%20family;dbxref=SGD:S000000078;orf_classification=Verified","YAR031W"
"216","chr01","SGD","gene",165545,166267,NA,"+",NA,"ID=YAR033W;Name=YAR033W;gene=MST28;Alias=MST28;Ontology_term=GO:0005515,GO:0016050,GO:0016021,GO:0005794,GO:0005783,GO:0006810,GO:0006888,GO:0015031,GO:0016020;Note=Putative%20integral%20membrane%20protein%2C%20involved%20in%20vesicle%20formation%3B%20forms%20complex%20with%20Mst27p%3B%20member%20of%20DUP240%20gene%20family%3B%20binds%20COPI%20and%20COPII%20vesicles;dbxref=SGD:S000000079;orf_classification=Verified","YAR033W"
"218","chr01","SGD","gene",167437,169518,NA,"+",NA,"ID=YAR035W;Name=YAR035W;gene=YAT1;Alias=YAT1;Ontology_term=GO:0005739,GO:0004092,GO:0006066,GO:0009437,GO:0006629,GO:0006631,GO:0006810,GO:0008415,GO:0016740;Note=Outer%20mitochondrial%20carnitine%20acetyltransferase%2C%20minor%20ethanol-inducible%20enzyme%20involved%20in%20transport%20of%20activated%20acyl%20groups%20from%20the%20cytoplasm%20into%20the%20mitochondrial%20matrix%3B%20phosphorylated;dbxref=SGD:S000000080;orf_classification=Verified","YAR035W"
"220","chr01","SGD","gene",169611,169689,NA,"-",NA,"ID=YAR035C-A;Name=YAR035C-A;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Putative%20protein%20of%20unknown%20function%3B%20identified%20by%20gene-trapping%2C%20microarray-based%20expression%20analysis%2C%20and%20genome-wide%20homology%20searching;dbxref=SGD:S000028595;orf_classification=Uncharacterized","YAR035C-A"
"222","chr01","SGD","gene",169880,173428,NA,"+",NA,"ID=YAR042W;Name=YAR042W;gene=SWH1;Alias=SWH1,OSH1,YAR044W;Ontology_term=GO:0005545,GO:0000138,GO:0005769,GO:0005783,GO:0005635,GO:0008142,GO:0005498,GO:0015918,GO:0006897,GO:0030011,GO:0006887,GO:0005773,GO:0006694,GO:0006810,GO:0006869,GO:0008202,GO:0008610,GO:0016126;Note=Protein%20similar%20to%20mammalian%20oxysterol-binding%20protein%3B%20contains%20ankyrin%20repeats%3B%20localizes%20to%20the%20Golgi%20and%20the%20nucleus-vacuole%20junction;dbxref=SGD:S000000081;orf_classification=Verified","YAR042W"
